Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
42,1,855,1,12,3,1,1,1768,2,1,57,3,1,2,2,2,2766,8952,8,0,22,4,2,80,3,7,6,2,5,3,0,4,0
55,1,478,1,2,3,1,1,1770,3,1,60,2,5,6,1,1,19038,19805,8,0,12,3,2,80,3,34,2,3,1,0,0,0,0
33,0,775,1,4,3,3,1,1771,4,1,90,3,2,1,2,2,3055,6194,5,0,15,3,4,80,2,11,2,2,9,8,1,7,0
41,1,548,1,9,4,0,1,1772,3,1,94,3,1,2,1,2,2289,20520,1,0,20,4,2,80,2,5,2,3,5,3,0,4,0
34,0,1375,0,10,3,0,1,1774,4,1,87,3,2,0,3,2,4001,12313,1,1,14,3,3,80,1,15,3,3,15,14,0,7,0
53,0,661,1,1,4,1,1,1775,1,0,60,2,4,3,3,1,12965,22308,4,1,20,4,4,80,3,27,2,2,3,2,0,2,0
43,1,244,2,2,3,0,1,1778,2,1,97,3,1,8,4,0,3539,5033,0,0,13,3,2,80,0,10,5,3,9,7,1,8,0
34,1,511,0,3,2,0,1,1779,4,0,32,1,2,0,4,0,6029,25353,5,0,12,3,1,80,0,6,3,3,2,2,2,2,0
21,1,337,0,7,1,2,1,1780,2,1,31,3,1,5,2,0,2679,4567,1,0,13,3,2,80,0,1,3,3,1,0,1,0,1
38,1,1153,1,6,2,4,1,1782,4,0,40,2,1,2,3,1,3702,16376,1,0,11,3,2,80,1,5,3,3,5,4,0,4,0
22,1,1294,1,8,1,1,1,1783,3,0,79,3,1,2,1,1,2398,15999,1,1,17,3,3,80,0,1,6,3,1,0,0,0,1
31,1,196,0,29,4,2,1,1784,1,0,91,2,2,0,4,1,5468,13402,1,0,14,3,1,80,2,13,3,3,12,7,5,7,0
51,1,942,1,3,3,3,1,1786,1,0,53,3,3,4,3,1,13116,22984,2,0,11,3,4,80,0,15,2,3,2,2,2,2,0
37,1,589,0,9,2,2,1,1787,2,1,46,2,2,0,2,1,4189,8800,1,0,14,3,1,80,2,5,2,3,5,2,0,3,0
46,1,734,1,2,4,1,1,1789,3,1,46,3,5,6,4,2,19328,14218,7,1,17,3,3,80,1,24,3,3,2,1,2,2,0
36,1,1383,1,10,3,0,1,1790,4,1,90,3,3,7,1,1,8321,25949,7,1,13,3,4,80,1,15,1,3,12,8,5,7,0
44,1,429,1,1,2,1,1,1792,3,1,99,3,1,1,2,2,2342,11092,1,1,12,3,3,80,3,6,2,2,5,3,2,3,1
37,1,1239,2,8,2,4,1,1794,3,1,89,3,2,8,2,2,4071,12832,2,0,13,3,3,80,0,19,4,2,10,0,4,7,0
35,1,303,0,27,3,0,1,1797,3,1,84,3,2,0,4,0,5813,13492,1,1,18,3,4,80,0,10,2,3,10,7,7,7,1
33,1,867,1,8,4,0,1,1798,4,1,90,4,1,1,1,1,3143,6076,6,0,19,3,2,80,1,14,1,3,10,8,7,6,0
28,1,1181,1,1,3,0,1,1799,3,1,82,3,1,1,4,1,2044,5531,1,0,11,3,3,80,1,5,6,4,5,3,0,3,0
39,1,1253,1,10,1,1,1,1800,3,1,65,3,3,6,3,0,13464,7914,7,0,21,4,3,80,0,9,3,3,4,3,2,2,0
46,0,849,0,26,2,0,1,1801,2,1,98,2,2,0,2,0,7991,25166,8,0,15,3,3,80,0,6,3,3,2,2,2,2,0
40,1,616,1,2,2,0,1,1802,3,0,99,3,1,2,1,1,3377,25605,4,0,17,3,4,80,1,7,5,2,4,3,0,2,0
42,1,1128,1,13,3,1,1,1803,2,1,95,4,2,7,1,1,5538,5696,5,0,18,3,3,80,2,10,2,2,0,0,0,0,0
35,0,1180,1,2,2,1,1,1804,2,1,90,3,2,3,4,2,5762,24442,2,0,14,3,3,80,1,15,6,3,7,7,1,7,0
38,0,1336,2,2,3,5,1,1805,1,1,100,3,1,8,2,2,2592,7129,5,0,13,3,4,80,3,13,3,3,11,10,3,8,0
34,1,234,1,9,4,0,1,1807,4,1,93,3,2,2,1,1,5346,6208,4,0,17,3,3,80,1,11,3,2,7,1,0,7,1
37,1,370,1,10,4,1,1,1809,4,1,58,3,2,3,1,0,4213,4992,1,0,15,3,2,80,0,10,4,1,10,3,0,8,1
39,1,766,0,20,3,0,1,1812,3,1,83,3,2,0,4,2,4127,19188,2,0,18,3,4,80,1,7,6,3,2,1,2,2,0
43,0,343,1,9,3,0,1,1813,1,1,52,3,1,1,3,0,2438,24978,4,0,13,3,3,80,0,7,2,2,3,2,1,2,0
41,1,447,1,5,3,0,1,1814,2,1,85,4,2,7,2,0,6870,15530,3,0,12,3,1,80,0,11,3,1,3,2,1,2,0
41,1,796,0,4,1,2,1,1815,3,0,81,3,3,0,3,2,10447,26458,0,1,13,3,4,80,1,23,3,4,22,14,13,5,0
30,1,1092,1,10,3,1,1,1816,1,0,64,3,3,3,3,0,9667,2739,9,0,14,3,2,80,0,9,3,3,7,7,0,2,0
26,1,920,2,20,2,1,1,1818,4,0,69,3,1,8,2,1,2148,6889,0,1,11,3,3,80,0,6,3,3,5,1,1,4,1
46,1,261,1,21,2,1,1,1821,4,0,66,3,2,7,2,1,8926,10842,4,0,22,4,4,80,1,13,2,4,9,7,3,7,1
40,1,1194,1,1,3,0,1,1822,3,0,52,3,2,7,4,2,6513,9060,4,0,17,3,4,80,1,12,3,3,5,3,0,3,0
34,1,810,0,8,2,3,1,1823,2,1,92,4,2,0,3,1,6799,22128,1,0,21,4,3,80,2,10,5,3,10,8,4,8,0
58,0,350,0,2,3,1,1,1824,2,1,52,3,4,4,2,2,16291,22577,4,0,22,4,4,80,1,37,0,2,16,9,14,14,0
35,1,185,1,23,4,1,1,1826,2,1,91,1,1,2,3,1,2705,9696,0,0,16,3,2,80,1,6,2,4,5,4,0,3,0
47,1,1001,1,4,3,0,1,1827,3,0,92,2,3,3,2,2,10333,19271,8,1,12,3,3,80,1,28,4,3,22,11,14,10,0
40,1,750,1,12,3,0,1,1829,2,0,47,3,2,7,1,2,4448,10748,2,0,12,3,2,80,1,15,3,3,7,4,7,7,0
54,1,431,1,7,4,1,1,1830,4,0,68,3,2,1,4,1,6854,15696,4,0,15,3,2,80,1,14,2,2,7,1,1,7,0
31,1,1125,0,7,4,2,1,1833,1,0,68,3,3,0,1,1,9637,8277,2,0,14,3,4,80,2,9,3,3,3,2,2,2,0
28,1,1217,1,1,3,1,1,1834,3,0,67,3,1,1,1,1,3591,12719,1,0,25,4,3,80,1,3,3,3,3,2,1,2,0
38,1,723,0,2,4,2,1,1835,2,0,77,1,2,5,4,1,5405,4244,2,1,20,4,1,80,2,20,4,2,4,2,0,3,0
26,1,572,0,10,3,1,1,1836,3,1,46,3,2,0,4,0,4684,9125,1,0,13,3,1,80,0,5,4,3,5,3,1,2,0
58,1,1216,1,15,4,0,1,1837,1,1,87,3,4,6,3,1,15787,21624,2,1,14,3,2,80,0,23,3,3,2,2,2,2,0
18,0,1431,1,14,3,1,1,1839,2,0,33,3,1,1,3,0,1514,8018,1,0,16,3,3,80,0,0,4,1,0,0,0,0,0
31,1,359,2,18,5,5,1,1842,4,1,89,4,1,8,1,1,2956,21495,0,0,17,3,3,80,0,2,4,3,1,0,0,0,1
29,1,350,2,13,3,5,1,1844,1,1,56,2,1,8,1,2,2335,3157,4,1,15,3,4,80,3,4,3,3,2,2,2,0,1
45,0,589,0,2,4,0,1,1845,3,0,67,3,2,0,3,1,5154,19665,4,0,22,4,2,80,2,10,3,4,8,7,5,7,0
36,1,430,1,2,4,4,1,1847,4,0,73,3,2,1,2,1,6962,19573,4,1,22,4,4,80,1,15,2,3,1,0,0,0,0
43,1,1422,0,2,4,0,1,1849,1,1,92,3,2,0,4,1,5675,19246,1,0,20,4,3,80,1,7,5,3,7,7,7,7,0
27,1,1297,1,5,2,0,1,1850,4,0,53,3,1,2,4,0,2379,19826,0,1,14,3,3,80,0,6,3,2,5,4,0,2,0
29,1,574,1,20,1,1,1,1852,4,1,40,3,1,2,4,1,3812,7003,1,0,13,3,2,80,0,11,3,4,11,8,3,10,0
32,1,1318,0,10,4,2,1,1853,4,1,79,3,2,0,4,0,4648,26075,8,0,13,3,3,80,0,4,2,4,0,0,0,0,0
42,0,355,1,10,4,3,1,1854,3,1,38,3,1,1,3,1,2936,6161,3,0,22,4,2,80,2,10,1,2,6,3,3,3,0
47,1,207,1,9,4,0,1,1856,2,0,64,3,1,2,3,0,2105,5411,4,0,12,3,3,80,0,7,2,3,2,2,2,0,0
46,1,706,1,2,2,0,1,1857,4,1,82,3,3,3,4,2,8578,19989,3,0,14,3,3,80,1,12,4,2,9,8,4,7,0
28,0,280,2,1,2,0,1,1858,3,1,43,3,1,8,4,2,2706,10494,1,0,15,3,2,80,1,3,2,3,3,2,2,2,0
29,1,726,1,29,1,0,1,1859,4,1,93,1,2,7,3,2,6384,21143,8,0,17,3,4,80,2,11,3,3,7,0,1,6,0
42,1,1142,1,8,3,0,1,1860,4,1,81,3,1,2,3,0,3968,13624,4,0,13,3,4,80,0,8,3,3,0,0,0,0,0
32,1,414,0,2,4,2,1,1862,3,1,82,2,2,0,2,0,9907,26186,7,1,12,3,3,80,0,7,3,2,2,2,2,2,1
46,1,1319,0,3,3,3,1,1863,1,0,45,4,4,0,1,2,13225,7739,2,0,12,3,4,80,1,25,5,3,19,17,2,8,0
27,1,728,0,23,1,1,1,1864,2,0,36,2,2,5,3,1,3540,7018,1,0,21,4,4,80,1,9,5,3,9,8,5,8,0
29,1,352,2,6,1,1,1,1865,4,1,87,2,1,8,2,1,2804,15434,1,0,11,3,4,80,0,1,3,3,1,0,0,0,0
43,1,823,1,6,3,1,1,1866,1,0,81,2,5,4,3,1,19392,22539,7,0,13,3,4,80,0,21,2,3,16,12,6,14,0
48,1,1224,1,10,3,0,1,1867,4,1,91,2,5,6,2,1,19665,13583,4,0,12,3,4,80,0,29,3,3,22,10,12,9,0
29,1,459,1,24,2,0,1,1868,4,1,73,2,1,1,4,0,2439,14753,1,1,24,4,2,80,0,1,3,2,1,0,1,0,1
46,1,1254,0,10,3,0,1,1869,3,0,64,3,3,0,2,1,7314,14011,5,0,21,4,3,80,3,14,2,3,8,7,0,7,1
27,1,1131,1,15,3,0,1,1870,4,0,77,2,1,1,1,1,4774,23844,0,0,19,3,4,80,1,8,2,2,7,6,7,3,0
39,1,835,1,19,4,4,1,1871,4,1,41,3,2,1,4,2,3902,5141,8,0,14,3,2,80,3,7,2,3,2,2,2,2,0
55,1,836,1,2,4,3,1,1873,2,1,98,2,1,1,4,1,2662,7975,8,0,20,4,2,80,1,19,2,4,5,2,0,4,0
28,1,1172,0,3,3,1,1,1875,2,0,78,3,1,5,2,1,2856,3692,1,0,19,3,4,80,1,1,3,3,1,0,0,0,0
30,1,945,0,9,3,1,1,1876,2,1,89,3,1,5,4,0,1081,16019,1,0,13,3,3,80,0,1,3,2,1,0,0,0,1
22,1,391,1,7,1,0,1,1878,4,1,75,3,1,1,2,0,2472,26092,1,1,23,4,1,80,0,1,2,3,1,0,0,0,1
36,1,1266,0,10,4,3,1,1880,2,0,63,2,2,0,3,1,5673,6060,1,1,13,3,1,80,1,10,4,3,10,9,1,7,0
31,1,311,1,20,3,0,1,1881,2,1,89,3,2,2,3,2,4197,18624,1,0,11,3,1,80,1,10,2,3,10,8,0,2,0
34,1,1480,0,4,3,0,1,1882,3,1,64,3,3,0,4,1,9713,24444,2,1,13,3,4,80,3,9,3,3,5,3,1,0,0
29,1,592,1,7,3,0,1,1883,4,1,59,3,1,2,1,0,2062,19384,3,0,14,3,2,80,0,11,2,3,3,2,1,2,0
37,1,783,1,7,4,1,1,1885,4,1,78,3,2,1,1,1,4284,13588,5,1,22,4,3,80,1,16,2,3,5,3,0,4,0
35,1,219,1,16,2,4,1,1886,4,0,44,2,2,3,2,1,4788,25388,0,1,11,3,4,80,0,4,2,3,3,2,0,2,0
45,1,556,1,25,2,0,1,1888,2,0,93,2,2,3,4,1,5906,23888,0,0,13,3,4,80,2,10,2,2,9,8,3,8,0
36,1,1213,2,2,1,5,1,1890,2,1,94,2,2,8,4,0,3886,4223,1,0,21,4,4,80,0,10,2,2,10,1,0,8,0
40,1,1137,1,1,4,0,1,1892,1,1,98,3,4,4,1,2,16823,18991,2,0,11,3,1,80,1,22,3,3,19,7,11,16,0
26,1,482,1,1,2,0,1,1893,2,0,90,2,1,1,3,1,2933,14908,1,1,13,3,3,80,1,1,3,2,1,0,1,0,0
27,1,511,0,2,2,1,1,1898,1,0,89,4,2,0,3,0,6500,26997,0,0,14,3,2,80,0,9,5,2,8,7,0,7,0
48,1,117,1,22,3,1,1,1900,4,0,58,3,4,4,4,2,17174,2437,3,0,11,3,2,80,1,24,3,3,22,17,4,7,0
44,1,170,1,1,4,0,1,1903,2,1,78,4,2,7,1,1,5033,9364,2,0,15,3,4,80,1,10,5,3,2,0,2,2,0
34,0,967,1,16,4,3,1,1905,4,1,85,1,1,1,1,1,2307,14460,1,1,23,4,2,80,1,5,2,3,5,2,3,0,1
56,1,1162,1,24,2,0,1,1907,1,1,97,3,1,2,4,0,2587,10261,1,0,16,3,4,80,0,5,3,3,4,2,1,0,1
36,1,335,0,17,2,2,1,1908,3,1,33,2,2,0,2,1,5507,16822,2,0,16,3,3,80,2,12,1,1,4,2,1,3,0
41,1,337,0,8,3,2,1,1909,3,0,54,3,2,0,2,1,4393,26841,5,0,21,4,3,80,1,14,3,3,5,4,1,4,0
42,1,1396,1,6,3,1,1,1911,3,1,83,3,3,6,1,1,13348,14842,9,0,13,3,2,80,1,18,3,4,13,7,5,7,0
31,1,1079,0,10,2,1,1,1912,3,0,86,3,2,0,4,2,6583,20115,2,1,11,3,4,80,1,8,2,3,5,2,1,4,0
34,1,735,0,3,1,1,1,1915,4,0,75,2,2,0,4,1,8103,16495,3,1,12,3,3,80,0,9,3,2,4,2,0,1,0
31,1,471,1,4,3,1,1,1916,1,0,62,4,1,2,3,2,3978,16031,8,0,12,3,2,80,1,4,0,2,2,2,2,2,0
26,1,1096,1,6,3,4,1,1918,3,1,61,4,1,2,4,1,2544,7102,0,0,18,3,1,80,1,8,3,3,7,7,7,7,0
45,1,1297,1,1,4,1,1,1922,2,1,44,3,2,7,3,0,5399,14511,4,0,12,3,3,80,0,12,3,3,4,2,0,3,0
33,1,217,0,10,4,2,1,1924,2,1,43,3,2,0,3,0,5487,10410,1,0,14,3,2,80,0,10,2,2,10,4,0,9,0
28,1,783,0,1,2,0,1,1927,3,1,42,2,2,0,4,1,6834,19255,1,1,12,3,3,80,1,7,2,3,7,7,0,7,0
29,1,746,0,24,3,3,1,1928,3,1,45,4,1,5,1,0,1091,10642,1,0,17,3,4,80,0,1,3,3,1,0,0,0,1
39,0,1251,0,21,4,0,1,1929,1,0,32,1,2,0,3,1,5736,3987,6,0,19,3,3,80,1,10,1,3,3,2,1,2,0
27,1,1354,1,2,4,3,1,1931,2,1,41,3,1,1,2,1,2226,6073,1,0,11,3,3,80,1,6,3,2,5,3,1,2,0
34,1,735,1,22,4,4,1,1932,3,1,86,2,2,1,4,1,5747,26496,1,1,15,3,2,80,0,16,3,3,15,10,6,11,0
28,1,1475,0,13,2,2,1,1933,4,0,84,3,2,0,3,0,9854,23352,3,1,11,3,4,80,0,6,0,3,2,0,2,2,1
47,0,1169,1,14,4,3,1,1934,3,1,64,3,2,1,2,1,5467,2125,8,0,18,3,3,80,1,16,4,4,8,7,1,7,0
56,1,1443,0,11,5,2,1,1935,4,0,89,2,2,0,1,1,5380,20328,4,0,16,3,3,80,1,6,3,3,0,0,0,0,0
39,1,867,1,9,2,1,1,1936,1,1,87,3,2,3,1,1,5151,12315,1,0,25,4,4,80,1,10,3,3,10,0,7,9,0
38,1,1394,1,8,3,1,1,1937,4,0,58,2,2,1,2,2,2133,18115,1,1,16,3,3,80,1,20,3,3,20,11,0,7,0
58,1,605,0,21,3,0,1,1938,4,0,72,3,4,4,4,1,17875,11761,4,1,13,3,3,80,1,29,2,2,1,0,0,0,0
32,1,238,1,5,2,0,1,1939,1,0,47,4,1,1,3,0,2432,15318,3,1,14,3,1,80,0,8,2,3,4,1,0,3,1
38,1,1206,1,9,2,0,1,1940,2,1,71,3,1,1,4,2,4771,14293,2,0,19,3,4,80,2,10,0,4,5,2,0,3,0
49,1,1064,1,2,1,0,1,1941,2,1,42,3,5,6,4,1,19161,13738,3,0,15,3,4,80,0,28,3,3,5,4,4,3,0
42,1,419,0,12,4,2,1,1943,2,1,77,3,2,0,4,2,5087,2900,3,1,12,3,3,80,2,14,4,3,0,0,0,0,0
27,1,1337,2,22,3,5,1,1944,1,0,58,2,1,8,2,1,2863,19555,1,0,12,3,1,80,0,1,2,3,1,0,0,0,1
35,1,682,0,18,4,1,1,1945,2,1,71,3,2,0,1,1,5561,15975,0,0,16,3,4,80,1,6,2,1,5,3,0,4,0
28,0,1103,1,16,3,1,1,1947,3,1,49,3,1,1,3,0,2144,2122,1,0,14,3,3,80,0,5,3,2,5,3,1,4,0
31,0,976,1,3,2,1,1,1948,3,1,48,3,1,1,1,2,3065,3995,1,1,13,3,4,80,1,4,3,4,4,2,2,3,0
36,0,1351,1,9,4,0,1,1949,1,1,66,4,1,2,2,1,2810,9238,1,0,22,4,2,80,0,5,3,3,5,4,0,2,0
34,1,937,0,1,3,2,1,1950,1,1,32,3,3,0,4,0,9888,6770,1,0,21,4,1,80,0,14,3,2,14,8,2,1,0
34,1,1239,0,13,4,1,1,1951,4,1,39,3,3,0,3,2,8628,22914,1,0,18,3,3,80,1,9,2,2,8,7,1,1,0
26,1,157,1,1,3,1,1,1952,3,1,95,3,1,2,1,0,2867,20006,0,0,13,3,4,80,0,8,6,2,7,7,7,6,0
29,1,136,1,1,3,0,1,1954,1,1,89,3,2,7,1,1,5373,6225,0,0,12,3,1,80,1,6,5,2,5,3,0,2,0
32,0,1146,1,15,4,1,1,1955,3,0,34,3,2,7,4,2,6667,16542,5,0,18,3,2,80,1,9,6,3,5,1,1,2,0
31,1,1125,1,1,3,0,1,1956,4,1,48,1,2,1,1,1,5003,5771,1,0,21,4,2,80,0,10,6,3,10,8,8,7,0
28,1,1404,1,17,3,3,1,1960,3,1,32,2,1,2,4,2,2367,18779,5,0,12,3,1,80,1,6,2,2,4,1,0,3,1
38,1,1404,0,1,3,0,1,1961,1,1,59,2,1,5,1,0,2858,11473,4,0,14,3,1,80,0,20,3,2,1,0,0,0,0
35,1,1224,0,7,4,0,1,1962,3,0,55,3,2,0,4,1,5204,13586,1,1,11,3,4,80,0,10,2,3,10,8,0,9,0
27,1,954,0,9,3,2,1,1965,4,1,44,3,2,0,4,0,4105,5099,1,0,14,3,1,80,0,7,5,3,7,7,0,7,0
32,1,1373,1,5,4,0,1,1966,4,1,56,2,2,3,4,0,9679,10138,8,0,24,4,2,80,0,8,1,3,1,0,0,0,0
31,1,754,0,26,4,2,1,1967,1,1,63,3,2,0,4,1,5617,21075,1,1,11,3,3,80,0,10,4,3,10,7,0,8,1
53,1,1168,0,24,4,0,1,1968,1,1,66,3,3,0,1,0,10448,5843,6,1,13,3,2,80,0,15,2,2,2,2,2,2,1
54,1,155,1,9,2,0,1,1969,1,0,67,3,2,1,3,1,2897,22474,3,0,11,3,3,80,2,9,6,2,4,3,2,3,0
33,1,1303,1,7,2,0,1,1970,4,1,36,3,2,7,3,2,5968,18079,1,0,20,4,3,80,3,9,2,3,9,7,2,8,0
43,1,574,1,11,3,0,1,1971,1,1,30,3,3,7,3,1,7510,16873,1,0,17,3,2,80,1,10,1,3,10,9,0,9,0
38,1,1444,2,1,4,4,1,1972,4,1,88,3,1,8,2,1,2991,5224,0,1,11,3,2,80,1,7,2,3,6,2,1,2,0
55,1,189,2,26,4,5,1,1973,3,1,71,4,5,4,2,1,19636,25811,4,1,18,3,1,80,1,35,0,3,10,9,1,4,0
31,1,1276,1,2,1,1,1,1974,4,0,59,1,1,2,4,2,1129,17536,1,1,11,3,3,80,3,1,4,3,1,0,0,0,0
39,1,119,0,15,4,2,1,1975,2,1,77,3,4,0,1,0,13341,25098,0,0,12,3,1,80,0,21,3,3,20,8,11,10,0
42,0,335,1,23,2,0,1,1976,4,1,37,2,2,1,3,0,4332,14811,1,0,12,3,4,80,0,20,2,3,20,9,3,7,0
31,0,697,1,10,3,1,1,1979,3,0,40,3,3,6,3,1,11031,26862,4,0,20,4,3,80,1,13,2,4,11,7,4,8,0
54,1,157,1,10,3,1,1,1980,3,0,77,3,2,3,1,0,4440,25198,6,1,19,3,4,80,0,9,3,3,5,2,1,4,0
24,1,771,1,1,2,0,1,1981,2,1,45,2,2,7,3,0,4617,14120,1,0,12,3,2,80,0,4,2,2,4,3,1,2,0
23,1,571,1,12,2,4,1,1982,4,1,78,3,1,2,4,0,2647,13672,1,0,13,3,3,80,0,5,6,4,5,2,1,4,0
40,1,692,1,11,3,3,1,1985,4,0,73,3,2,2,3,1,6323,26849,1,0,11,3,1,80,1,10,2,4,10,9,9,4,0
40,1,444,0,2,2,2,1,1986,2,0,92,3,2,0,2,1,5677,4258,3,0,14,3,3,80,1,15,4,3,11,8,5,10,0
25,1,309,2,2,3,5,1,1987,3,0,82,3,1,8,2,1,2187,19655,4,0,14,3,3,80,0,6,3,3,2,0,1,2,0
30,1,911,1,1,2,1,1,1989,4,1,76,3,1,2,2,1,3748,4077,1,0,13,3,3,80,0,12,6,2,12,8,1,7,0
25,1,977,1,2,1,4,1,1992,4,1,57,3,1,2,3,2,3977,7298,6,1,19,3,3,80,1,7,2,2,2,2,0,2,0
47,1,1180,1,25,3,1,1,1993,1,1,84,3,3,7,3,0,8633,13084,2,0,23,4,2,80,0,25,3,3,17,14,12,11,0
33,0,1313,1,1,2,1,1,1994,2,1,59,2,1,2,3,2,2008,20439,1,0,12,3,3,80,3,1,2,2,1,1,0,0,0
38,1,1321,0,1,4,0,1,1995,4,1,86,3,2,0,2,1,4440,7636,0,0,15,3,1,80,2,16,3,3,15,13,5,8,0
31,1,1154,0,2,2,0,1,1996,1,1,54,3,1,5,3,1,3067,6393,0,0,19,3,3,80,1,3,1,3,2,2,1,2,0
38,1,508,1,6,4,0,1,1997,1,1,72,2,2,3,3,1,5321,14284,2,0,11,3,4,80,1,10,1,3,8,3,7,7,0
42,1,557,1,18,4,0,1,1998,4,1,35,3,2,1,1,2,5410,11189,6,1,17,3,3,80,1,9,3,2,4,3,1,2,0
41,1,642,1,1,3,0,1,1999,4,1,76,3,1,1,4,1,2782,21412,3,0,22,4,1,80,1,12,3,3,5,3,1,0,0
47,0,1162,1,1,1,1,1,2000,3,0,98,3,3,6,2,1,11957,17231,0,0,18,3,1,80,2,14,3,1,13,8,5,12,0
35,1,1490,1,11,4,1,1,2003,4,1,43,3,1,2,3,1,2660,20232,7,1,11,3,3,80,1,5,3,3,2,2,2,2,0
22,1,581,1,1,2,0,1,2007,4,1,63,3,1,1,3,0,3375,17624,0,0,12,3,4,80,0,4,2,4,3,2,1,2,0
35,1,1395,1,9,4,1,1,2008,2,1,48,3,2,1,3,0,5098,18698,1,0,19,3,2,80,0,10,5,3,10,7,0,8,0
33,1,501,1,15,2,1,1,2009,2,0,95,3,2,7,4,1,4878,21653,0,1,13,3,1,80,1,10,6,3,9,7,8,1,0
32,1,267,1,29,4,0,1,2010,3,0,49,2,1,2,2,0,2837,15919,1,0,13,3,3,80,0,6,3,3,6,2,4,1,0
40,1,543,1,1,4,0,1,2012,1,1,83,3,1,2,4,1,2406,4060,8,0,19,3,3,80,2,8,3,2,1,0,0,0,0
32,1,234,0,1,4,1,1,2013,2,1,68,2,1,5,2,1,2269,18024,0,0,14,3,2,80,1,3,2,3,2,2,2,2,0
39,1,116,1,24,1,0,1,2014,1,1,52,3,2,1,4,0,4108,5340,7,0,13,3,1,80,0,18,2,3,7,7,1,7,0
38,1,201,1,10,3,1,1,2015,2,0,99,1,3,6,3,1,13206,3376,3,0,12,3,1,80,1,20,3,3,18,16,1,11,0
32,1,801,0,1,4,2,1,2016,3,0,48,3,3,0,4,1,10422,24032,1,0,19,3,3,80,2,14,3,3,14,10,5,7,0
37,1,161,1,10,3,0,1,2017,3,0,42,4,3,6,4,1,13744,15471,1,1,25,4,1,80,1,16,2,3,16,11,6,8,0
25,1,1382,0,8,2,4,1,2018,1,0,85,3,2,0,3,2,4907,13684,0,1,22,4,2,80,1,6,3,2,5,3,0,4,0
52,0,585,0,29,4,0,1,2019,1,1,40,3,1,5,4,2,3482,19788,2,0,15,3,2,80,2,16,3,2,9,8,0,0,0
44,1,1037,1,1,3,1,1,2020,2,1,42,3,1,1,4,0,2436,13422,6,1,12,3,3,80,0,6,2,3,4,3,1,2,0
21,1,501,0,5,1,1,1,2021,3,1,58,3,1,5,1,0,2380,25479,1,1,11,3,4,80,0,2,6,3,2,2,1,2,0
39,0,105,1,9,3,0,1,2022,4,1,87,3,5,4,4,0,19431,15302,2,0,13,3,3,80,0,21,3,2,6,0,1,3,0
23,1,638,0,9,3,2,1,2023,4,1,33,3,1,5,1,1,1790,26956,1,0,19,3,1,80,1,1,3,2,1,0,1,0,1
36,1,557,0,3,3,1,1,2024,1,0,94,2,3,0,4,1,7644,12695,0,0,19,3,3,80,2,10,2,3,9,7,3,4,0
36,1,688,1,4,2,0,1,2025,4,0,97,3,2,3,2,2,5131,9192,7,0,13,3,2,80,3,18,3,3,4,2,0,2,0
56,0,667,1,1,4,0,1,2026,3,1,57,3,2,7,3,2,6306,26236,1,0,21,4,1,80,1,13,2,2,13,12,1,9,0
29,1,1092,1,1,4,1,1,2027,1,1,36,3,1,1,4,1,4787,26124,9,1,14,3,2,80,3,4,3,4,2,2,2,2,1
42,1,300,1,2,3,0,1,2031,1,1,56,3,5,4,3,1,18880,17312,5,0,11,3,1,80,0,24,2,2,22,6,4,14,0
56,1,310,1,7,2,3,1,2032,4,1,72,3,1,2,3,1,2339,3666,8,0,11,3,4,80,1,14,4,1,10,9,9,8,1
41,1,582,1,28,4,0,1,2034,1,0,60,2,4,3,2,1,13570,5640,0,0,23,4,3,80,1,21,3,3,20,7,0,10,0
34,1,704,0,28,3,2,1,2035,4,0,95,2,2,0,3,1,6712,8978,1,0,21,4,4,80,2,8,2,3,8,7,1,7,0
36,0,301,0,15,4,2,1,2036,4,1,88,1,2,0,4,2,5406,10436,1,0,24,4,1,80,1,15,4,2,15,12,11,11,0
41,1,930,0,3,3,0,1,2037,3,1,57,2,2,0,2,2,8938,12227,2,0,11,3,3,80,1,14,5,3,5,4,0,4,0
32,1,529,1,2,3,3,1,2038,4,1,78,3,1,1,1,0,2439,11288,1,0,14,3,4,80,0,4,4,3,4,2,1,2,0
35,1,1146,2,26,4,0,1,2040,3,0,31,3,3,8,4,0,8837,16642,1,1,16,3,3,80,0,9,2,3,9,0,1,7,0
38,1,345,0,10,2,0,1,2041,1,0,100,3,2,0,4,1,5343,5982,1,0,11,3,3,80,1,10,1,3,10,7,1,9,0
50,1,878,0,1,4,0,1,2044,2,1,94,3,2,0,3,2,6728,14255,7,0,12,3,4,80,2,12,3,3,6,3,0,1,1
36,1,1120,0,11,4,2,1,2045,2,0,100,2,2,0,4,1,6652,14369,4,0,13,3,1,80,1,8,2,2,6,3,0,0,0
45,1,374,0,20,3,0,1,2046,4,0,50,3,2,0,3,0,4850,23333,8,0,15,3,3,80,0,8,3,3,5,3,0,1,0
